country,project,submission_date,activity,subactivity,indicator_id,indicator_level,indicator,classification,unit,baseline,actual_to_date,end_of_compact_target,percent_complete_to_date,notes
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0018,Process,Construction Works completed (Contract 2),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0019,Process,Construction Works completed (Contract 3),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0020,Process,Construction Works completed (Contract 4),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0021,Process,Construction Works completed (Contract 5),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0022,Process,Construction Works completed (Contract 6),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0023,Process,Construction Works Initiated (Contract 1),Date,date,,28-Apr-08,30-Apr-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0024,Process,Construction Works Initiated (Contract 2),Date,date,,8-May-08,31-May-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0025,Process,Construction Works Initiated (Contract 3),Date,date,,22-Apr-09,22-Apr-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0026,Process,Construction Works Initiated (Contract 4),Date,date,,24-Apr-09,24-Apr-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0027,Process,Construction Works Initiated (Contract 5),Date,date,,12-Jun-09,12-Jun-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0028,Process,Construction Works Initiated (Contract 6),Date,date,,10-Aug-09,10-Aug-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0029,Process,Drainage completed (Contract 1),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0030,Process,Drainage completed (Contract 2),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0031,Process,Drainage completed (Contract 3),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0032,Process,Drainage completed (Contract 4),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0033,Process,Drainage completed (Contract 5),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0034,Process,Drainage completed (Contract 6),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0035,Process,Earthworks completed (Contract 1),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0036,Process,Earthworks completed (Contract 2),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0037,Process,Earthworks completed (Contract 3),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0038,Process,Earthworks completed (Contract 4),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0039,Process,Earthworks completed (Contract 5),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0040,Process,Earthworks completed (Contract 6),Cumulative,percentage,0,100,100.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0041,Process,Kilometers of road completed (Contract 1),Cumulative,kilometer,0,68.28,71.7,95%,"Final Q20 data was revised downward per audit findings after the end of the compact. Lot 2,3: Phartskhisi-Gokhnari ; Gokhnari-Tsalka,"
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0042,Process,Kilometers of road completed (Contract 2),Cumulative,kilometer,0,50.10,51.4,97%,"Final Q20 data was revised downward per audit findings after the end of the compact. Lot 5.1, 5.2: Satkhe - Arm. Border; Akhalkalaki – Sulda"
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0043,Process,Kilometers of road completed (Contract 3),Cumulative,kilometer,0,18.62,19.2,97%,Final Q20 data was revised downward per audit findings after the end of the compact. Lot 6: Sulda - Kartsakhi - Turkish border
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0044,Process,Kilometers of road completed (Contract 4),Cumulative,kilometer,0,11.10,11.1,100%,Lot 7: Khertvisi – Vardzia
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0045,Process,Kilometers of road completed (Contract 5),Cumulative,kilometer,0,22.00,19.0,116%,Final Q20 data was revised upward per audit findings after the end of the compact. Lot 1: Teleti - Koda – Asureti & Teleti-Koda-Partskhisi 
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 1 : Samtskhe-Javakheti Road Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0046,Process,Kilometers of road completed (Contract 6),Cumulative,kilometer,0,47.80,47.8,100%,Lot 4: Nardevani – Satkhe
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0047,Outcome,"Sites Rehabilitated (Phases I,II,III)",Cumulative,number,0,22,23.0,96%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0048,Outcome,Collection Rate,Level,percentage,47,113,95.0,138%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0049,Process,Contracts for Materials Signed (Phase II),Cumulative,number,0,2,2.0,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0050,Process,Total Goods and Materials Delivered  (Phase II),Date,date,,4-Aug-08,1-Aug-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0051,Process,The Equipment Delivered,Date,date,,2-Sep-09,31-Dec-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0052,Process,Construction Works RfP Published  (Phase II),Date,date,,8-Apr-08,8-Apr-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0053,Process,Construction Mobilization Completed  (Phase II),Date,date,,28-Nov-08,7-Sep-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0054,Process,RAP Implementation Completed (Phase II),Date,date,,30-Nov-08,1-Sep-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0055,Process,Construction Works Completed (Phase II),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0056,Process,Land Restoration Activities Completed (Phase II),Date,date,,1-Sep-09,31-Mar-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0057,Process,Design Accepted (Phase III),Date,date,,2-Feb-09,31-Oct-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0058,Process,Contracts for Materials Signed (Phase III),Cumulative,number,0,1,1,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0059,Process,Total Goods and Materials Delivered (Phase III),Date,date,,10-Aug-09,1-May-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0060,Process,Construction Works RfP Published  (Phase III),Date,date,,18-Feb-09,1-Dec-08,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0061,Process,Construction Mobilization Completed  (Phase III),Date,date,,1-Aug-09,20-May-09,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0062,Process,RAP Implementation Completed  (Phase III),Date,date,,,30-Apr-09,N/A,There was no necessity for RAP
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0063,Process,Construction Works Completed  (Phase III),Cumulative,percentage,0,100,100,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 2 : Main Gas Pipeline Rehabilitation,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0064,Process,Land Restoration Activities Completed  (Phase III),Date,date,,15-Jul-10,1-Mar-10,Complete,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0065,Outcome,Savings in Household Expenditures  for all RID Sub-projects,Cumulative,US Dollars,0,"361,062","17,619,000",2%,The previous actual for PY4 was based on the incorrect assumption that all  constructions works for RID will be completed by early 2010. A contractor TBSC with input from MCC revised the ERR model at the end of compact. The revised actual figure for PY4 turned out to be zero.
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0066,Outcome,Population Served by all RID Sub-projects,Cumulative,number,0,"67,865","265,964",26%,"Based on new information in the IAR and TBSC, the definition of this indicator has been changed at the end of compact to the following: ""Estimated number of residents of Poti, Kutaisi, Kobuleti, Borjomi, and Bakuriani, whose potable water supply have increased to 18 hours per day""."
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0067,Process,Board Memos Approved ,Cumulative,number,0,10,8,125%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0068,Process,Grant Agreements Signed With MDF ,Cumulative,number,0,9,8,113%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0069,Process,Value of Grant Agreements Signed ,Cumulative,US Dollars,0,"52,557,000","54,600,000",96%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0070,Process,EIA/Technical Designs Completed ,Cumulative,number,0,5,5,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0071,Process,International Tenders Announced ,Cumulative,number,0,25,20,125%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0072,Process,Works and Goods Contracts Signed,Cumulative,number,0,21,17,124%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0073,Process,Value of Construction Contracts Signed,Cumulative,US Dollars,0,"54,315,000","54,600,000",99%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0074,Process,Value of Contracted Water & Sanitation Works Disbursed,Cumulative,US Dollars,0,"51,178,716","54,600,000",94%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0075,Process,Sub-projects with Works Initiated ,Cumulative,number,0,5,5,100%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0076,Process,Funding Contribution from other Donors,Cumulative,US Dollars,0,"24,448,000","24,207,000",101%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0077,Process,Funding Contribution from Govt. of Georgia,Cumulative,US Dollars,0,"16,506,000","16,000,000",103%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0078,Process,RID Funding Contribution as a Share of Total Funding,Level,percentage,0,63,52,121%,
Georgia,Regional Infrastructure Rehabilitation,March 10th 2011,Activity 3 : Regional Infrastructure Development,N/A,GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0079,Process,Sub-projects Completed,Cumulative,number,0,5,5,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0001,Objective,Productivity of land per hectare in the Afram Basin Zone: maize ,Level,Metric tons,2.48,2.43,2.78,-17%,"Surveys were conducted in 2008, 2010 and 2011.  The yields measured in 2008 were used to revise the baseline, rather than being recorded in Year 2.  Because farmer training was conducted in two phases, only Phase I Farmers were included in the 2008 survey.  The 2010 and 2011 surveys included farmers from both Phases I & II.   The yields by batch were:
Phase I: 2.48 in 2008, 2.22 in 2010 and 2.38 in 2011.
Phase II: 2.37 in 2010 and 2.45 in 2011."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0002,Objective,Productivity of land per hectare in the Northern Agricultural Zone: soya,Level,Metric tons,1.36,1.32,1.52,-25%,"Surveys were conducted in 2008, 2010 and 2011.  The yields measured in 2008 were used to revise the baseline, rather than being recorded in Year 2.  Because farmer training was conducted in two phases, only Phase I Farmers were included the 2008 survey, and only Phase II farmers were included in the 2010 survey.  The 2011 surveys included farmers from both Phases I & II.   The yields by batch were:
Phase I: 1.36 in 2008 and 1.32 in 2011.
Phase II: 1.72 in 2010 and 1.32 in 2011."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0003,Objective,Productivity of land per hectare in the Southern Horticultural Belt: export-grade pineapple,Level,Metric tons,25.66,74.16,32.33,727%,"Surveys were conducted in 2008, 2010 and 2011.  The yields measured in 2008 were used to revise the baseline, rather than being recorded in Year 2.  Because farmer training was conducted in two phases, only Phase I Farmers were included the 2008 survey, and only Phase II farmers were included in the 2010 survey.  The 2011 surveys included farmers from both Phases I & II.   The yields by batch were:
Phase I: 1.36 in 2008 and 1.32 in 2011.
Phase II: 1.72 in 2010 and 1.32 in 2011."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0004,Objective,Additional Ghanaian agriculture exports: pineapple,Cumulative,Metric tons,0,"15,162","21,700 ",70%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0005,Objective,Additional Ghanaian agriculture exports: mango,Cumulative,Metric tons,0,"5,825","2,913 ",200%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0006,Objective,Additional Ghanaian agriculture exports: fresh vegetables (pepper),Cumulative,Metric tons,0,661.40,"3,178 ",21%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0007,Objective,Market share of Ghanaian pineapple exports on the European market,Level,Percentage,2.50,2.96,3.00 ,92%,"Result based on Eurostat data as of Dec 31, 2011."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0008,Outcome,Percent of FBOs meeting market targets,Level,Percentage,0,97.21, 60.00 ,162%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0009,Output,Number of agribusinesses assisted,Cumulative,Number,0,"1,724","1,320 ",131%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0010,Outcome,Hectares under production with MCC support,Cumulative,Hectares,0,"58,568.07","53,060 ",110%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0011,Outcome,Number of farmers adopting new technologies and farming methods,Cumulative,Number,0,"59,060","42,500 ",139%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0012,Outcome,Number of enterprises that have applied improved techniques,Cumulative,Number,0,535,700 ,76%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0013,Outcome,Percent of post harvest loss at farm-gate: maize,Level,Percentage,12.2,11.3,10.3,47%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0014,Outcome,Percent of post harvest loss at farm-gate: fresh pepper,Level,Percentage,5.3,5.05,4.5,31%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0015,Output,Number of FBOs trained in commercial agriculture,Cumulative,Number,0,"1,242","1,000 ",124%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0016,Output,Number of farmers trained in commercial agriculture,Cumulative,Number,0,"66,930","50,000 ",134%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0017,Process,Training  & Technical Service Provider task orders issued,Cumulative,Number,0,240,250 ,96%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0018,Process,Value chains mapped,Level,Number,0,16,17 ,94%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0019,Process,Blanket purchase agreement awarded,Level,Number,0,29,29 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0020,Process,Guidelines on irrigation development developed and approved by MCC,Date,Date,,15-Sep-08,22-Aug-08,COMPLETED,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0021,Process,Guidelines on post-harvest developed and approved by MCC,Date,Date,,15-Sep-08,22-Aug-08,COMPLETED,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0022,Process,Guidelines on FBO vouchers developed and approved by MCC,Date,Date,,8-Sep-08,15-Aug-08,COMPLETED,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0023,Outcome,Additional hectares irrigated with MCC support,Cumulative,Hectares,0,513.6,"4,200 ",12.2%,Measurements covered hectares of irrigated lands under cultivation in the Botanga and the Golinga areas. The total land area available for cultivation is 541 hectares.
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0024,Output,Number of irrigation facilities constructed/ rehabilitated,Cumulative,Number,0,2,10 ,20%,Botanga and Golinga Schemes have the potential of 541 hectares to be irrigated with MCC support.
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0025,Process,Hectares of land with potential for new/ rehabilitated irrigation facilities identified,Cumulative,Hectares,0,"5,084","5,060 ",100.5%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0026,Process,Number of feasibilities studies approved,Cumulative,Number,0,10,10 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0027,Process,Value of signed contracts for feasibility and/or design studies,Cumulative,US Dollars,0,"5,202,887.00",,,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0028,Process,Amount of contracted design/feasibility studies for irrigation completed,Cumulative,US Dollars,0,"5,202,887","3,616,589 ",144%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0029,Process,Percent of contracted design/feasibility studies for irrigation completed,Cumulative,Percentage,0,100.00,100 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0030,Process,Value of signed contracts for irrigation works,Cumulative,US Dollars,0,"13,009,963.00",,,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0031,Process,Amount of value of contracted irrigation works disbursed,Cumulative,US Dollars,0,"13,009,963.00","10,579,600 ",123%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0032,Process,Percent of value of contracted irrigation works disbursed,Cumulative,Percentage,0,100,100 ,100%,"Original value of works as of 14 Febuary 2012 was US$13,950329, of which US$13,009,963 (93%) was disbursed by the end of Compact closure."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0033,Outcome,Percent of people aware of their land rights in Pilot Land Registration Areas,Level,Percentage,42.6,57,63.9,65%,These are based on the Savelugu-Nanton Pilot Land Registration Area (PLRA) alone.
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0034,Outcome,Percent of identified land disputes resolved in the Pilot Land Registration Areas ,Level,Percentage,0,82,80 ,103%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0035,Outcome,Total number of land parcels registered in the Pilot Land Registration Areas ,Cumulative,Number,0,"1,481","3,500 ",42%,"Q20 Post-Compact is 1,487. These figures exclude the Savelugu-Nanton PLRA which was suspended."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0036,Output,Rural hectares formalized,Cumulative,Hectares,0,410.92,"5,100 ",8%,These figures exclude the Savelugu-Nanton PLRA which was suspended.
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0037,Output,Rural hectares mapped,Cumulative,Hectares,0,5039.88,"7,000 ",72%,These figures exclude the Savelugu-Nanton PLRA which was suspended. The increases from Quarters 17 to 19 are from the AS-2 area.                         
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0038,Output,Total number of parcels surveyed in the Pilot Land Registration Areas ,Cumulative,Parcels,0,"5,729","4,800 ",119%,These figures exclude the Savelugu-Nanton PLRA which was suspended. The increases from Quarters 17 to 19 are from the AS-2 area.                         
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0039,Process,Parcels of land inventoried in the Pilot Land Registration Areas ,Cumulative,Parcels,0,"5,729","4,800 ",119%,These figures exclude the Savelugu-Nanton PLRA which was suspended. The increases from Quarters 17 to 19 are from the AS-2 area.                         
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0040,Outcome,Percent of backlog of land cases cleared by the judicial service,Level,Percentage,0,95.04,95 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0041,Process,Backlog of land cases identified,Date,Date,,29-Jun-09,15-Jun-09,COMPLETED,
