indicator_id,compact_year,timeframe,q1,q2,q3,q4,yearly_target,percent_complete
GEORGIA_ENTERPRISE DEVELOPMENT_0032,1,Compact Year 1,,,,,10,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0032,2,,,,,,40,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0032,3,,,100,112,128,120,107%
GEORGIA_ENTERPRISE DEVELOPMENT_0032,4,,137,142,149,152,160,95%
GEORGIA_ENTERPRISE DEVELOPMENT_0032,5,,155,164,164,164,220,75%
GEORGIA_ENTERPRISE DEVELOPMENT_0033,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0033,2,,,,,,3,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0033,3,,,2,6,8,8,100%
GEORGIA_ENTERPRISE DEVELOPMENT_0033,4,,10,10,10,10,14,71%
GEORGIA_ENTERPRISE DEVELOPMENT_0033,5,,10,10,11,12,20,60%
GEORGIA_ENTERPRISE DEVELOPMENT_0034,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0034,2,,,,,,5,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0034,3,,,3,3,3,9,33%
GEORGIA_ENTERPRISE DEVELOPMENT_0034,4,,3,9,9,10,16,63%
GEORGIA_ENTERPRISE DEVELOPMENT_0034,5,,10,10,10,10,27,37%
GEORGIA_ENTERPRISE DEVELOPMENT_0035,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0035,2,,,,,,"200,000",0%
GEORGIA_ENTERPRISE DEVELOPMENT_0035,3,,,"98,000","129,000","140,000","350,000",40%
GEORGIA_ENTERPRISE DEVELOPMENT_0035,4,,"149,000","171,000","227,000","255,469","1,100,000",23%
GEORGIA_ENTERPRISE DEVELOPMENT_0035,5,,"360,109","551,820","813,710","989,304","1,700,000",58%
GEORGIA_ENTERPRISE DEVELOPMENT_0036,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0036,2,,,,,,"44,000",0%
GEORGIA_ENTERPRISE DEVELOPMENT_0036,3,,,"49,000","73,000","78,000","77,000",101%
GEORGIA_ENTERPRISE DEVELOPMENT_0036,4,,"88,000","93,000","128,000","136,202","224,000",61%
GEORGIA_ENTERPRISE DEVELOPMENT_0036,5,,"165,531","187,360","200,490","212,927","334,000",64%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0001,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0001,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0001,3,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0001,4,,,,,"2,295,000","8,246,000",28%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0001,5,,,,"15,345,192","15,345,192","30,796,000",50%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0002,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0002,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0002,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0002,4,,,,,"720,000","157,000",459%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0002,5,,,,"13,770,000","13,770,000","13,177,000",105%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0003,1,Compact Year 1,,,,,16.6,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0003,2,,,,,,16.6,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0003,3,,,,,,16.6,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0003,4,,,,,,14.3,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0003,5,,,,1.5,1.5,2.5,107%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0004,1,Compact Year 1,,,,,612,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0004,2,,,,,,612,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0004,3,,,,,,612,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0004,4,,,,,681,612,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0004,5,,,,"1,092","1,092","1,183",84%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0005,1,Compact Year 1,,,,,8:13,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0005,2,,,,,,8:13,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0005,3,,,,,,8:13,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0005,4,,,,,5:04,5:33,118%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0005,5,,,,2:42,2:42,2:45,101%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0006,1,Compact Year 1,,,,,"3,950,000",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0006,2,,,,,,"5,690,000",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0006,3,,,,,,"11,980,000",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0006,4,,,"11,980,000","11,980,000","11,980,000","11,980,000",100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0006,5,,"11,980,000","11,980,000","11,980,000","11,980,000","11,980,000",100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0007,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0007,2,,,,,,"284,500",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0007,3,,,,,,"1,198,000",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0007,4,,,,"8,543,000","9,087,034","4,792,000",190%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0007,5,,"9,975,955","10,126,586","11,044,317","11,868,449","11,980,000",99%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0008,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0008,2,,,,,,"54,659,000",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0008,3,,,,,,"87,760,000",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0008,4,,,"165,354,000","165,354,000","165,354,000","165,354,000",100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0008,5,,"165,354,000","165,354,000","197,299,029.76","197,299,029.76","165,354,000",119%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0009,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0009,2,,,,,,"1,639,770",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0009,3,,,,,,"6,143,200",0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0009,4,,,,"77,048,000","82,489,589","66,141,600",125%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0009,5,,"98,576,557","125,390,136","167,826,309","197,299,029.76","165,354,000",119%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0010,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0010,2,,,,,,71.7,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0010,3,,,,,,123.1,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0010,4,,,220.2,220.2,220.2,220.2,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0010,5,,220.2,220.2,220.2,220.2,220.2,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0011,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0011,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0011,3,,,,0.2,0.2,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0011,4,,0.2,5.2,11.1,18.5,70,26%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0011,5,,28.5,51.2,82.1,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0012,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0012,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0012,3,,,,0.7,0.7,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0012,4,,2.1,3.5,27.6,27.6,65,42%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0012,5,,46.1,87.4,100.0,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0013,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0013,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0013,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0013,4,,,,30.6,34.4,60,57%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0013,5,,74.9,86.5,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0014,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0014,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0014,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0014,4,,,,11.6,15.2,60,25%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0014,5,,36.7,36.7,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0015,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0015,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0015,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0015,4,,,,16,21.7,55,39%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0015,5,,53.7,78.2,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0016,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0016,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0016,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0016,4,,,,31.1,36.8,25,147%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0016,5,,53.5,57.0,100,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0017,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0017,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0017,3,,,,6.6,6.6,25,26%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0017,4,,6.6,11.6,18.0,25.5,56,46%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0017,5,,37.1,56.0,87.4,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0018,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0018,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0018,3,,,,0.3,0.3,20,2%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0018,4,,3.6,12.8,31.1,31.1,62,50%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0018,5,,46.3,84.3,100.0,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0019,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0019,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0019,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0019,4,,,,30.1,34.1,48,71%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0019,5,,63.5,77.3,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0020,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0020,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0020,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0020,4,,,,18.3,22.0,53,41%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0020,5,,41.3,45.7,97.4,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0021,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0021,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0021,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0021,4,,,,23.2,30.9,50,62%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0021,5,,55.4,76.8,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0022,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0022,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0022,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0022,4,,,,33.2,37.4,16,234%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0022,5,,56.3,67.1,100,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0023,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0023,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0023,3,,28-Apr-08,,,,30-Apr-08,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0023,4,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0023,5,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0024,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0024,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0024,3,,8-May-08,,,,31-May-08,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0024,4,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0024,5,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0025,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0025,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0025,3,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0025,4,,22-Apr-09,,,,22-Apr-09,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0025,5,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0026,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0026,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0026,3,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0026,4,,24-Apr-09,,,,24-Apr-09,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0026,5,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0027,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0027,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0027,3,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0027,4,,12-Jun-09,,,,12-Jun-09,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0027,5,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0028,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0028,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0028,3,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0028,4,,10-Aug-09,,,,10-Aug-09,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0028,5,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0029,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0029,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0029,3,,,,,,40,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0029,4,,,10,20.7,44.0,84,52%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0029,5,,60.7,67.8,100.0,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0030,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0030,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0030,3,,,,,,40,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0030,4,,,2.2,5.2,5.2,80,7%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0030,5,,26.0,76.6,100.0,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0031,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0031,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0031,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0031,4,,,,21.1,23.8,50,48%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0031,5,,43.6,61.2,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0032,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0032,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0032,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0032,4,,,,7.6,15.9,50,32%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0032,5,,35.7,64.1,95.2,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0033,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0033,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0033,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0033,4,,,,5.3,12.6,50,25%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0033,5,,27.7,55.3,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0034,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0034,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0034,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0034,4,,,,2.6,5.2,30,17%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0034,5,,41.8,79.7,100,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0035,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0035,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0035,3,,,,52.3,52.5,60,88%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0035,4,,53.1,54.4,57.3,59.2,90,66%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0035,5,,60.8,62.7,100.0,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0036,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0036,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0036,3,,,,0.8,0.8,55,1%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0036,4,,12,55.9,70.5,70.5,85,83%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0036,5,,70.8,78.8,100.0,100,100,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0037,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0037,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0037,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0037,4,,,,52.3,60.1,65,92%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0037,5,,73.5,82.2,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0038,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0038,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0038,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0038,4,,,,83.6,83.6,65,129%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0038,5,,88.0,96.1,96.1,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0039,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0039,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0039,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0039,4,,,,58.6,72.6,60,121%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0039,5,,81.8,88.9,100.0,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0040,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0040,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0040,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0040,4,,,,84.9,85.3,35,244%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0040,5,,87.6,88.0,100,100,100.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0041,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0041,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0041,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0041,4,,,,,,21,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0041,5,,0.0,24.0,68.3,71.7,71.7,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0042,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0042,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0042,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0042,4,,,3,3,3,25,12%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0042,5,,0.0,24.2,51.4,51.4,51.4,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0043,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0043,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0043,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0043,4,,,,,,5,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0043,5,,12.7,16.9,19.2,19.2,19.2,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0044,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0044,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0044,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0044,4,,,,,,3,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0044,5,,5.3,10.0,10.9,11.1,11.1,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0045,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0045,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0045,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0045,4,,,,,,8,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0045,5,,,16.8,19.0,19,19.0,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0046,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0046,2,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0046,3,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0046,4,,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0046,5,,,22.0,47.8,47.8,47.8,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0047,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0047,2,,,,,,6,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0047,3,,,6,7,8,15,53%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0047,4,,9,16,22,22,23,96%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0047,5,,22,22,22,22,23,96%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0048,1,Compact Year 1,,,,,50,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0048,2,,,,,,95,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0048,3,,,,,,95,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0048,4,,,,125,86,95,81%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0048,5,,138,92,68,113,95,138%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0049,1,Compact Year 1,,,,,0,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0049,2,,,,,,1,0%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0049,3,,,1,1,2,2,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0049,4,,2,2,2,2,2,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0049,5,,2,2,2,2,2,100%
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0050,1,Compact Year 1,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0050,2,,,,,,,
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0050,3,,,4-Aug-08,,,1-Aug-08,Complete
GEORGIA_REGIONAL INFRASTRUCTURE REHABILITATION_0050,4,,,,,,,
